session_id,customer_id,timestamp_start,timestamp_end,messages,agent_id,resolution_status,related_log_id,chat_reason
CHAT_00150,CUST_00369,2025-12-02 11:00:00,2025-12-02 11:14:00,"[{""speaker"": ""customer"", ""timestamp"": ""2025-12-02T11:00:00"", ""message"": ""I can't work from home with this unstable connection""}, {""speaker"": ""agent"", ""timestamp"": ""2025-12-02T11:02:00"", ""message"": ""Have you tried rebooting your router? This often resolves connection issues.""}, {""speaker"": ""customer"", ""timestamp"": ""2025-12-02T11:04:00"", ""message"": ""This is the third time this month my internet has gone out!""}, {""speaker"": ""agent"", ""timestamp"": ""2025-12-02T11:06:00"", ""message"": ""Is there anything else I can help with today?""}, {""speaker"": ""customer"", ""timestamp"": ""2025-12-02T11:08:00"", ""message"": ""I can't work from home with this unstable connection""}, {""speaker"": ""agent"", ""timestamp"": ""2025-12-02T11:10:00"", ""message"": ""Let me escalate this to our technical team.""}, {""speaker"": ""customer"", ""timestamp"": ""2025-12-02T11:12:00"", ""message"": ""I'm paying for gigabit but only getting {speed} Mbps!""}]",AGENT_015,escalated,LOG_0012810,technical_issue
CHAT_00151,CUST_00369,2025-11-11 00:00:00,2025-11-11 00:02:00,"[{""speaker"": ""agent"", ""timestamp"": ""2025-11-11T00:06:00"", ""message"": ""Is there anything else I can help with today?""}]",AGENT_007,escalated,,billing
CHAT_00152,CUST_00369,2025-12-19 08:00:00,2025-12-19 08:08:00,"[{""speaker"": ""customer"", ""timestamp"": ""2025-12-19T08:00:00"", ""message"": ""I'm paying for gigabit but only getting 859 Mbps!""}, {""speaker"": ""agent"", ""timestamp"": ""2025-12-19T08:02:00"", ""message"": ""Have you tried rebooting your router? This often resolves connection issues.""}, {""speaker"": ""customer"", ""timestamp"": ""2025-12-19T08:04:00"", ""message"": ""I can't work from home with this unstable connection""}, {""speaker"": ""agent"", ""timestamp"": ""2025-12-19T08:06:00"", ""message"": ""Let me escalate this to our technical team.""}]",AGENT_007,resolved,LOG_0012786,technical_issue
CHAT_00153,CUST_00369,2025-12-23 00:00:00,2025-12-23 00:02:00,"[{""speaker"": ""agent"", ""timestamp"": ""2025-12-23T00:10:00"", ""message"": ""I understand your frustration. We'll get this resolved.""}]",AGENT_015,escalated,,general_question
CHAT_00154,CUST_00369,2025-11-11 00:00:00,2025-11-11 00:10:00,"[{""speaker"": ""customer"", ""timestamp"": ""2025-11-11T00:00:00"", ""message"": ""I understand, is there anything we can do about this?""}, {""speaker"": ""agent"", ""timestamp"": ""2025-11-11T00:02:00"", ""message"": ""Let me check your account details.""}, {""speaker"": ""customer"", ""timestamp"": ""2025-11-11T00:04:00"", ""message"": ""What's the status of my support ticket?""}, {""speaker"": ""agent"", ""timestamp"": ""2025-11-11T00:06:00"", ""message"": ""I understand your frustration. We'll get this resolved.""}, {""speaker"": ""customer"", ""timestamp"": ""2025-11-11T00:08:00"", ""message"": ""I understand, is there anything we can do about this?""}]",AGENT_004,escalated,,billing
CHAT_00155,CUST_00369,2025-11-07 00:00:00,2025-11-07 00:10:00,"[{""speaker"": ""customer"", ""timestamp"": ""2025-11-07T00:00:00"", ""message"": ""That makes sense, thanks for explaining""}, {""speaker"": ""agent"", ""timestamp"": ""2025-11-07T00:02:00"", ""message"": ""I understand your frustration. We'll get this resolved.""}, {""speaker"": ""customer"", ""timestamp"": ""2025-11-07T00:04:00"", ""message"": ""That makes sense, thanks for explaining""}, {""speaker"": ""agent"", ""timestamp"": ""2025-11-07T00:06:00"", ""message"": ""Is there anything else I can help with today?""}, {""speaker"": ""customer"", ""timestamp"": ""2025-11-07T00:08:00"", ""message"": ""Can you help me understand my bill?""}]",AGENT_014,escalated,,service_inquiry
CHAT_00156,CUST_00369,2025-09-23 00:00:00,2025-09-23 00:06:00,"[{""speaker"": ""customer"", ""timestamp"": ""2025-09-23T00:00:00"", ""message"": ""Hello, I hope you can help me with a small issue""}, {""speaker"": ""agent"", ""timestamp"": ""2025-09-23T00:02:00"", ""message"": ""I can offer you a discount on your next bill as compensation.""}, {""speaker"": ""customer"", ""timestamp"": ""2025-09-23T00:04:00"", ""message"": ""I understand, is there anything we can do about this?""}]",AGENT_001,escalated,,general_question
CHAT_00157,CUST_00630,2026-01-31 12:00:00,2026-01-31 12:10:00,"[{""speaker"": ""customer"", ""timestamp"": ""2026-01-31T12:00:00"", ""message"": ""Can you check if there's an outage in my area?""}, {""speaker"": ""agent"", ""timestamp"": ""2026-01-31T12:02:00"", ""message"": ""Have you tried rebooting your router? This often resolves connection issues.""}, {""speaker"": ""customer"", ""timestamp"": ""2026-01-31T12:04:00"", ""message"": ""Thank you for your time, I appreciate the help""}, {""speaker"": ""agent"", ""timestamp"": ""2026-01-31T12:06:00"", ""message"": ""Is there anything else I can help with today?""}, {""speaker"": ""customer"", ""timestamp"": ""2026-01-31T12:08:00"", ""message"": ""I understand, is there anything we can do about this?""}]",AGENT_009,resolved,LOG_0022209,technical_issue
CHAT_00158,CUST_00630,2026-02-21 00:00:00,2026-02-21 00:02:00,"[{""speaker"": ""agent"", ""timestamp"": ""2026-02-21T00:06:00"", ""message"": ""I can offer you a discount on your next bill as compensation.""}]",AGENT_013,escalated,,billing
CHAT_00159,CUST_00630,2026-01-14 02:00:00,2026-01-14 02:14:00,"[{""speaker"": ""customer"", ""timestamp"": ""2026-01-14T02:00:00"", ""message"": ""The internet speed seems slower than usual""}, {""speaker"": ""agent"", ""timestamp"": ""2026-01-14T02:02:00"", ""message"": ""I'm sorry to hear about your connection issues. Let me check your connection logs.""}, {""speaker"": ""customer"", ""timestamp"": ""2026-01-14T02:04:00"", ""message"": ""That makes sense, thanks for explaining""}, {""speaker"": ""agent"", ""timestamp"": ""2026-01-14T02:06:00"", ""message"": ""I understand your frustration. We'll get this resolved.""}, {""speaker"": ""customer"", ""timestamp"": ""2026-01-14T02:08:00"", ""message"": ""That makes sense, thanks for explaining""}, {""speaker"": ""agent"", ""timestamp"": ""2026-01-14T02:10:00"", ""message"": ""Let me check your account details.""}, {""speaker"": ""customer"", ""timestamp"": ""2026-01-14T02:12:00"", ""message"": ""I understand, is there anything we can do about this?""}]",AGENT_012,resolved,LOG_0022205,technical_issue
CHAT_00160,CUST_00630,2025-10-14 00:00:00,2025-10-14 00:02:00,"[{""speaker"": ""agent"", ""timestamp"": ""2025-10-14T00:06:00"", ""message"": ""I can offer you a discount on your next bill as compensation.""}]",AGENT_010,escalated,,billing
CHAT_00161,CUST_00630,2025-10-15 00:00:00,2025-10-15 00:06:00,"[{""speaker"": ""customer"", ""timestamp"": ""2025-10-15T00:00:00"", ""message"": ""Can you help me understand my bill?""}, {""speaker"": ""agent"", ""timestamp"": ""2025-10-15T00:02:00"", ""message"": ""I can offer you a discount on your next bill as compensation.""}, {""speaker"": ""customer"", ""timestamp"": ""2025-10-15T00:04:00"", ""message"": ""I understand, is there anything we can do about this?""}]",AGENT_018,escalated,,service_inquiry
CHAT_00162,CUST_00171,2025-12-31 04:00:00,2025-12-31 04:08:00,"[{""speaker"": ""customer"", ""timestamp"": ""2025-12-31T04:00:00"", ""message"": ""My router stopped working this morning""}, {""speaker"": ""agent"", ""timestamp"": ""2025-12-31T04:02:00"", ""message"": ""Your connection quality logs show outage. Let me escalate this.""}, {""speaker"": ""customer"", ""timestamp"": ""2025-12-31T04:04:00"", ""message"": ""Thank you for your time, I appreciate the help""}, {""speaker"": ""agent"", ""timestamp"": ""2025-12-31T04:06:00"", ""message"": ""Is there anything else I can help with today?""}]",AGENT_008,resolved,LOG_0005947,technical_issue
CHAT_00163,CUST_00171,2025-12-31 04:00:00,2025-12-31 04:08:00,"[{""speaker"": ""customer"", ""timestamp"": ""2025-12-31T04:00:00"", ""message"": ""My router stopped working this morning""}, {""speaker"": ""agent"", ""timestamp"": ""2025-12-31T04:02:00"", ""message"": ""Your connection quality logs show outage. Let me escalate this.""}, {""speaker"": ""customer"", ""timestamp"": ""2025-12-31T04:04:00"", ""message"": ""Thank you for your time, I appreciate the help""}, {""speaker"": ""agent"", ""timestamp"": ""2025-12-31T04:06:00"", ""message"": ""Is there anything else I can help with today?""}]",AGENT_015,resolved,,service_inquiry
CHAT_00164,CUST_00162,2026-01-02 11:00:00,2026-01-02 11:14:00,"[{""speaker"": ""customer"", ""timestamp"": ""2026-01-02T11:00:00"", ""message"": ""The internet speed seems slower than usual""}, {""speaker"": ""agent"", ""timestamp"": ""2026-01-02T11:02:00"", ""message"": ""I see the problem in our system. We'll get a technician to look at this.""}, {""speaker"": ""customer"", ""timestamp"": ""2026-01-02T11:04:00"", ""message"": ""Hello, I hope you can help me with a small issue""}, {""speaker"": ""agent"", ""timestamp"": ""2026-01-02T11:06:00"", ""message"": ""Is there anything else I can help with today?""}, {""speaker"": ""customer"", ""timestamp"": ""2026-01-02T11:08:00"", ""message"": ""Thank you for your time, I appreciate the help""}, {""speaker"": ""agent"", ""timestamp"": ""2026-01-02T11:10:00"", ""message"": ""I can offer you a discount on your next bill as compensation.""}, {""speaker"": ""customer"", ""timestamp"": ""2026-01-02T11:12:00"", ""message"": ""Thank you for your time, I appreciate the help""}]",AGENT_004,resolved,LOG_0005595,technical_issue
CHAT_00165,CUST_00162,2025-12-26 00:00:00,2025-12-26 00:02:00,"[{""speaker"": ""customer"", ""timestamp"": ""2025-12-26T00:08:00"", ""message"": ""What's the status of my support ticket?""}]",AGENT_015,escalated,,general_question
CHAT_00166,CUST_00162,2025-12-21 02:00:00,2025-12-21 02:08:00,"[{""speaker"": ""customer"", ""timestamp"": ""2025-12-21T02:00:00"", ""message"": ""I'm experiencing frequent disconnections""}, {""speaker"": ""agent"", ""timestamp"": ""2025-12-21T02:02:00"", ""message"": ""I can see multiple connection drops on 2025-12-21. This isn't normal.""}, {""speaker"": ""customer"", ""timestamp"": ""2025-12-21T02:04:00"", ""message"": ""That makes sense, thanks for explaining""}, {""speaker"": ""agent"", ""timestamp"": ""2025-12-21T02:06:00"", ""message"": ""Let me check your account details.""}]",AGENT_015,resolved,LOG_0005579,technical_issue
CHAT_00167,CUST_00162,2025-11-10 00:00:00,2025-11-10 00:02:00,"[{""speaker"": ""customer"", ""timestamp"": ""2025-11-10T00:08:00"", ""message"": ""Hello, I hope you can help me with a small issue""}]",AGENT_020,escalated,,general_question
CHAT_00168,CUST_00162,2026-01-30 10:00:00,2026-01-30 10:12:00,"[{""speaker"": ""customer"", ""timestamp"": ""2026-01-30T10:00:00"", ""message"": ""Hi, I'm having issues with my internet connection""}, {""speaker"": ""agent"", ""timestamp"": ""2026-01-30T10:02:00"", ""message"": ""I can see there was degraded service in your area. Let me investigate further.""}, {""speaker"": ""customer"", ""timestamp"": ""2026-01-30T10:04:00"", ""message"": ""Hello, I hope you can help me with a small issue""}, {""speaker"": ""agent"", ""timestamp"": ""2026-01-30T10:06:00"", ""message"": ""Let me check your account details.""}, {""speaker"": ""customer"", ""timestamp"": ""2026-01-30T10:08:00"", ""message"": ""Thank you for your time, I appreciate the help""}, {""speaker"": ""agent"", ""timestamp"": ""2026-01-30T10:10:00"", ""message"": ""I understand your frustration. We'll get this resolved.""}]",AGENT_004,unresolved,LOG_0005612,technical_issue
CHAT_00169,CUST_00162,2025-10-26 00:00:00,2025-10-26 00:02:00,"[{""speaker"": ""agent"", ""timestamp"": ""2025-10-26T00:10:00"", ""message"": ""I can offer you a discount on your next bill as compensation.""}]",AGENT_003,escalated,,billing
CHAT_00170,CUST_00162,2026-01-01 00:00:00,2026-01-01 00:08:00,"[{""speaker"": ""customer"", ""timestamp"": ""2026-01-01T00:00:00"", ""message"": ""I'd like to know more about upgrading my plan""}, {""speaker"": ""agent"", ""timestamp"": ""2026-01-01T00:02:00"", ""message"": ""I can offer you a discount on your next bill as compensation.""}, {""speaker"": ""customer"", ""timestamp"": ""2026-01-01T00:04:00"", ""message"": ""I'd like to know more about upgrading my plan""}, {""speaker"": ""agent"", ""timestamp"": ""2026-01-01T00:06:00"", ""message"": ""Is there anything else I can help with today?""}]",AGENT_008,escalated,,billing
CHAT_00171,CUST_00405,2026-01-14 01:00:00,2026-01-14 01:10:00,"[{""speaker"": ""customer"", ""timestamp"": ""2026-01-14T01:00:00"", ""message"": ""The internet speed seems slower than usual""}, {""speaker"": ""agent"", ""timestamp"": ""2026-01-14T01:02:00"", ""message"": ""I can see there was degraded service in your area. Let me investigate further.""}, {""speaker"": ""customer"", ""timestamp"": ""2026-01-14T01:04:00"", ""message"": ""Thank you for your time, I appreciate the help""}, {""speaker"": ""agent"", ""timestamp"": ""2026-01-14T01:06:00"", ""message"": ""I can offer you a discount on your next bill as compensation.""}, {""speaker"": ""customer"", ""timestamp"": ""2026-01-14T01:08:00"", ""message"": ""That makes sense, thanks for explaining""}]",AGENT_016,unresolved,LOG_0014089,technical_issue
CHAT_00172,CUST_00405,2026-01-14 01:00:00,2026-01-14 01:10:00,"[{""speaker"": ""customer"", ""timestamp"": ""2026-01-14T01:00:00"", ""message"": ""The internet speed seems slower than usual""}, {""speaker"": ""agent"", ""timestamp"": ""2026-01-14T01:02:00"", ""message"": ""I can see there was degraded service in your area. Let me investigate further.""}, {""speaker"": ""customer"", ""timestamp"": ""2026-01-14T01:04:00"", ""message"": ""Thank you for your time, I appreciate the help""}, {""speaker"": ""agent"", ""timestamp"": ""2026-01-14T01:06:00"", ""message"": ""I can offer you a discount on your next bill as compensation.""}, {""speaker"": ""customer"", ""timestamp"": ""2026-01-14T01:08:00"", ""message"": ""That makes sense, thanks for explaining""}]",AGENT_012,escalated,,general_question
CHAT_00173,CUST_00405,2025-12-23 02:00:00,2025-12-23 02:10:00,"[{""speaker"": ""customer"", ""timestamp"": ""2025-12-23T02:00:00"", ""message"": ""Can you check if there's an outage in my area?""}, {""speaker"": ""agent"", ""timestamp"": ""2025-12-23T02:02:00"", ""message"": ""I can see there was degraded service in your area. Let me investigate further.""}, {""speaker"": ""customer"", ""timestamp"": ""2025-12-23T02:04:00"", ""message"": ""I understand, is there anything we can do about this?""}, {""speaker"": ""agent"", ""timestamp"": ""2025-12-23T02:06:00"", ""message"": ""I understand your frustration. We'll get this resolved.""}, {""speaker"": ""customer"", ""timestamp"": ""2025-12-23T02:08:00"", ""message"": ""That makes sense, thanks for explaining""}]",AGENT_007,escalated,LOG_0014094,technical_issue
CHAT_00174,CUST_00405,2025-12-23 02:00:00,2025-12-23 02:10:00,"[{""speaker"": ""customer"", ""timestamp"": ""2025-12-23T02:00:00"", ""message"": ""Can you check if there's an outage in my area?""}, {""speaker"": ""agent"", ""timestamp"": ""2025-12-23T02:02:00"", ""message"": ""I can see there was degraded service in your area. Let me investigate further.""}, {""speaker"": ""customer"", ""timestamp"": ""2025-12-23T02:04:00"", ""message"": ""I understand, is there anything we can do about this?""}, {""speaker"": ""agent"", ""timestamp"": ""2025-12-23T02:06:00"", ""message"": ""I understand your frustration. We'll get this resolved.""}, {""speaker"": ""customer"", ""timestamp"": ""2025-12-23T02:08:00"", ""message"": ""That makes sense, thanks for explaining""}]",AGENT_003,resolved,,service_inquiry
CHAT_00175,CUST_00110,2026-02-05 03:00:00,2026-02-05 03:08:00,"[{""speaker"": ""customer"", ""timestamp"": ""2026-02-05T03:00:00"", ""message"": ""I'm experiencing frequent disconnections""}, {""speaker"": ""agent"", ""timestamp"": ""2026-02-05T03:02:00"", ""message"": ""I see the problem in our system. We'll get a technician to look at this.""}, {""speaker"": ""customer"", ""timestamp"": ""2026-02-05T03:04:00"", ""message"": ""Thank you for your time, I appreciate the help""}, {""speaker"": ""agent"", ""timestamp"": ""2026-02-05T03:06:00"", ""message"": ""Let me escalate this to our technical team.""}]",AGENT_003,escalated,LOG_0003835,technical_issue
CHAT_00176,CUST_00110,2026-02-05 03:00:00,2026-02-05 03:08:00,"[{""speaker"": ""customer"", ""timestamp"": ""2026-02-05T03:00:00"", ""message"": ""I'm experiencing frequent disconnections""}, {""speaker"": ""agent"", ""timestamp"": ""2026-02-05T03:02:00"", ""message"": ""I see the problem in our system. We'll get a technician to look at this.""}, {""speaker"": ""customer"", ""timestamp"": ""2026-02-05T03:04:00"", ""message"": ""Thank you for your time, I appreciate the help""}, {""speaker"": ""agent"", ""timestamp"": ""2026-02-05T03:06:00"", ""message"": ""Let me escalate this to our technical team.""}]",AGENT_013,escalated,,service_inquiry
CHAT_00177,CUST_00224,2026-01-12 12:00:00,2026-01-12 12:14:00,"[{""speaker"": ""customer"", ""timestamp"": ""2026-01-12T12:00:00"", ""message"": ""Hi, I'm having issues with my internet connection""}, {""speaker"": ""agent"", ""timestamp"": ""2026-01-12T12:02:00"", ""message"": ""I can see multiple connection drops on 2026-01-12. This isn't normal.""}, {""speaker"": ""customer"", ""timestamp"": ""2026-01-12T12:04:00"", ""message"": ""Hello, I hope you can help me with a small issue""}, {""speaker"": ""agent"", ""timestamp"": ""2026-01-12T12:06:00"", ""message"": ""Is there anything else I can help with today?""}, {""speaker"": ""customer"", ""timestamp"": ""2026-01-12T12:08:00"", ""message"": ""I understand, is there anything we can do about this?""}, {""speaker"": ""agent"", ""timestamp"": ""2026-01-12T12:10:00"", ""message"": ""I can offer you a discount on your next bill as compensation.""}, {""speaker"": ""customer"", ""timestamp"": ""2026-01-12T12:12:00"", ""message"": ""That makes sense, thanks for explaining""}]",AGENT_019,escalated,LOG_0007763,technical_issue
CHAT_00178,CUST_00224,2026-01-12 12:00:00,2026-01-12 12:14:00,"[{""speaker"": ""customer"", ""timestamp"": ""2026-01-12T12:00:00"", ""message"": ""Hi, I'm having issues with my internet connection""}, {""speaker"": ""agent"", ""timestamp"": ""2026-01-12T12:02:00"", ""message"": ""I can see multiple connection drops on 2026-01-12. This isn't normal.""}, {""speaker"": ""customer"", ""timestamp"": ""2026-01-12T12:04:00"", ""message"": ""Hello, I hope you can help me with a small issue""}, {""speaker"": ""agent"", ""timestamp"": ""2026-01-12T12:06:00"", ""message"": ""Is there anything else I can help with today?""}, {""speaker"": ""customer"", ""timestamp"": ""2026-01-12T12:08:00"", ""message"": ""I understand, is there anything we can do about this?""}, {""speaker"": ""agent"", ""timestamp"": ""2026-01-12T12:10:00"", ""message"": ""I can offer you a discount on your next bill as compensation.""}, {""speaker"": ""customer"", ""timestamp"": ""2026-01-12T12:12:00"", ""message"": ""That makes sense, thanks for explaining""}]",AGENT_018,resolved,,billing
CHAT_00179,CUST_00224,2025-12-04 04:00:00,2025-12-04 04:08:00,"[{""speaker"": ""customer"", ""timestamp"": ""2025-12-04T04:00:00"", ""message"": ""My router stopped working this morning""}, {""speaker"": ""agent"", ""timestamp"": ""2025-12-04T04:02:00"", ""message"": ""I see the problem in our system. We'll get a technician to look at this.""}, {""speaker"": ""customer"", ""timestamp"": ""2025-12-04T04:04:00"", ""message"": ""I understand, is there anything we can do about this?""}, {""speaker"": ""agent"", ""timestamp"": ""2025-12-04T04:06:00"", ""message"": ""I understand your frustration. We'll get this resolved.""}]",AGENT_005,resolved,LOG_0007770,technical_issue
CHAT_00180,CUST_00224,2025-12-04 04:00:00,2025-12-04 04:08:00,"[{""speaker"": ""customer"", ""timestamp"": ""2025-12-04T04:00:00"", ""message"": ""My router stopped working this morning""}, {""speaker"": ""agent"", ""timestamp"": ""2025-12-04T04:02:00"", ""message"": ""I see the problem in our system. We'll get a technician to look at this.""}, {""speaker"": ""customer"", ""timestamp"": ""2025-12-04T04:04:00"", ""message"": ""I understand, is there anything we can do about this?""}, {""speaker"": ""agent"", ""timestamp"": ""2025-12-04T04:06:00"", ""message"": ""I understand your frustration. We'll get this resolved.""}]",AGENT_013,escalated,,general_question
CHAT_00181,CUST_00940,2025-12-13 08:00:00,2025-12-13 08:14:00,"[{""speaker"": ""customer"", ""timestamp"": ""2025-12-13T08:00:00"", ""message"": ""This is the third time this month my internet has gone out!""}, {""speaker"": ""agent"", ""timestamp"": ""2025-12-13T08:02:00"", ""message"": ""I'm sorry to hear about your connection issues. Let me check your connection logs.""}, {""speaker"": ""customer"", ""timestamp"": ""2025-12-13T08:04:00"", ""message"": ""I'm paying for gigabit but only getting {speed} Mbps!""}, {""speaker"": ""agent"", ""timestamp"": ""2025-12-13T08:06:00"", ""message"": ""Let me check your account details.""}, {""speaker"": ""customer"", ""timestamp"": ""2025-12-13T08:08:00"", ""message"": ""I'm paying for gigabit but only getting {speed} Mbps!""}, {""speaker"": ""agent"", ""timestamp"": ""2025-12-13T08:10:00"", ""message"": ""I can offer you a discount on your next bill as compensation.""}, {""speaker"": ""customer"", ""timestamp"": ""2025-12-13T08:12:00"", ""message"": ""I can't work from home with this unstable connection""}]",AGENT_020,resolved,LOG_0033322,technical_issue
CHAT_00182,CUST_00940,2025-11-16 00:00:00,2025-11-16 00:02:00,"[{""speaker"": ""agent"", ""timestamp"": ""2025-11-16T00:10:00"", ""message"": ""Let me check your account details.""}]",AGENT_014,resolved,,billing
CHAT_00183,CUST_00940,2026-01-01 08:00:00,2026-01-01 08:14:00,"[{""speaker"": ""customer"", ""timestamp"": ""2026-01-01T08:00:00"", ""message"": ""Your service is terrible, the speed is way below what you promised""}, {""speaker"": ""agent"", ""timestamp"": ""2026-01-01T08:02:00"", ""message"": ""Your connection quality logs show high latency. Let me escalate this.""}, {""speaker"": ""customer"", ""timestamp"": ""2026-01-01T08:04:00"", ""message"": ""The connection keeps dropping, this is unacceptable""}, {""speaker"": ""agent"", ""timestamp"": ""2026-01-01T08:06:00"", ""message"": ""I can offer you a discount on your next bill as compensation.""}, {""speaker"": ""customer"", ""timestamp"": ""2026-01-01T08:08:00"", ""message"": ""I can't work from home with this unstable connection""}, {""speaker"": ""agent"", ""timestamp"": ""2026-01-01T08:10:00"", ""message"": ""Let me check your account details.""}, {""speaker"": ""customer"", ""timestamp"": ""2026-01-01T08:12:00"", ""message"": ""Your service is terrible, the speed is way below what you promised""}]",AGENT_002,unresolved,LOG_0033311,technical_issue
CHAT_00184,CUST_00940,2025-11-09 00:00:00,2025-11-09 00:02:00,"[{""speaker"": ""customer"", ""timestamp"": ""2025-11-09T00:04:00"", ""message"": ""I understand, is there anything we can do about this?""}]",AGENT_011,escalated,,service_inquiry
CHAT_00185,CUST_00940,2026-01-30 00:00:00,2026-01-30 00:08:00,"[{""speaker"": ""customer"", ""timestamp"": ""2026-01-30T00:00:00"", ""message"": ""I understand, is there anything we can do about this?""}, {""speaker"": ""agent"", ""timestamp"": ""2026-01-30T00:02:00"", ""message"": ""I understand your frustration. We'll get this resolved.""}, {""speaker"": ""customer"", ""timestamp"": ""2026-01-30T00:04:00"", ""message"": ""Can you help me understand my bill?""}, {""speaker"": ""agent"", ""timestamp"": ""2026-01-30T00:06:00"", ""message"": ""I understand your frustration. We'll get this resolved.""}]",AGENT_008,escalated,,general_question
CHAT_00186,CUST_00557,2026-02-11 04:00:00,2026-02-11 04:08:00,"[{""speaker"": ""customer"", ""timestamp"": ""2026-02-11T04:00:00"", ""message"": ""My router stopped working this morning""}, {""speaker"": ""agent"", ""timestamp"": ""2026-02-11T04:02:00"", ""message"": ""I'm sorry to hear about your connection issues. Let me check your connection logs.""}, {""speaker"": ""customer"", ""timestamp"": ""2026-02-11T04:04:00"", ""message"": ""I understand, is there anything we can do about this?""}, {""speaker"": ""agent"", ""timestamp"": ""2026-02-11T04:06:00"", ""message"": ""I understand your frustration. We'll get this resolved.""}]",AGENT_016,resolved,LOG_0019583,technical_issue
CHAT_00187,CUST_00557,2026-02-07 00:00:00,2026-02-07 00:02:00,"[{""speaker"": ""agent"", ""timestamp"": ""2026-02-07T00:10:00"", ""message"": ""Let me escalate this to our technical team.""}]",AGENT_006,escalated,,billing
CHAT_00188,CUST_00557,2026-02-04 06:00:00,2026-02-04 06:14:00,"[{""speaker"": ""customer"", ""timestamp"": ""2026-02-04T06:00:00"", ""message"": ""Can you check if there's an outage in my area?""}, {""speaker"": ""agent"", ""timestamp"": ""2026-02-04T06:02:00"", ""message"": ""I can see there was degraded service in your area. Let me investigate further.""}, {""speaker"": ""customer"", ""timestamp"": ""2026-02-04T06:04:00"", ""message"": ""I understand, is there anything we can do about this?""}, {""speaker"": ""agent"", ""timestamp"": ""2026-02-04T06:06:00"", ""message"": ""Is there anything else I can help with today?""}, {""speaker"": ""customer"", ""timestamp"": ""2026-02-04T06:08:00"", ""message"": ""Hello, I hope you can help me with a small issue""}, {""speaker"": ""agent"", ""timestamp"": ""2026-02-04T06:10:00"", ""message"": ""Is there anything else I can help with today?""}, {""speaker"": ""customer"", ""timestamp"": ""2026-02-04T06:12:00"", ""message"": ""I understand, is there anything we can do about this?""}]",AGENT_014,escalated,LOG_0019598,technical_issue
CHAT_00189,CUST_00557,2025-09-08 00:00:00,2025-09-08 00:02:00,"[{""speaker"": ""agent"", ""timestamp"": ""2025-09-08T00:06:00"", ""message"": ""Let me escalate this to our technical team.""}]",AGENT_009,escalated,,billing
CHAT_00190,CUST_00557,2026-02-26 12:00:00,2026-02-26 12:10:00,"[{""speaker"": ""customer"", ""timestamp"": ""2026-02-26T12:00:00"", ""message"": ""I'm experiencing frequent disconnections""}, {""speaker"": ""agent"", ""timestamp"": ""2026-02-26T12:02:00"", ""message"": ""I can see there was degraded service in your area. Let me investigate further.""}, {""speaker"": ""customer"", ""timestamp"": ""2026-02-26T12:04:00"", ""message"": ""Hello, I hope you can help me with a small issue""}, {""speaker"": ""agent"", ""timestamp"": ""2026-02-26T12:06:00"", ""message"": ""I can offer you a discount on your next bill as compensation.""}, {""speaker"": ""customer"", ""timestamp"": ""2026-02-26T12:08:00"", ""message"": ""Hello, I hope you can help me with a small issue""}]",AGENT_011,unresolved,LOG_0019607,technical_issue
CHAT_00191,CUST_00557,2025-09-20 00:00:00,2025-09-20 00:02:00,"[{""speaker"": ""agent"", ""timestamp"": ""2025-09-20T00:06:00"", ""message"": ""I understand your frustration. We'll get this resolved.""}]",AGENT_009,escalated,,service_inquiry
CHAT_00192,CUST_00557,2025-09-21 00:00:00,2025-09-21 00:06:00,"[{""speaker"": ""customer"", ""timestamp"": ""2025-09-21T00:00:00"", ""message"": ""I'd like to know more about upgrading my plan""}, {""speaker"": ""agent"", ""timestamp"": ""2025-09-21T00:02:00"", ""message"": ""Is there anything else I can help with today?""}, {""speaker"": ""customer"", ""timestamp"": ""2025-09-21T00:04:00"", ""message"": ""I'd like to know more about upgrading my plan""}]",AGENT_019,escalated,,billing
CHAT_00193,CUST_00979,2026-01-02 08:00:00,2026-01-02 08:10:00,"[{""speaker"": ""customer"", ""timestamp"": ""2026-01-02T08:00:00"", ""message"": ""My router stopped working this morning""}, {""speaker"": ""agent"", ""timestamp"": ""2026-01-02T08:02:00"", ""message"": ""I can see there was degraded service in your area. Let me investigate further.""}, {""speaker"": ""customer"", ""timestamp"": ""2026-01-02T08:04:00"", ""message"": ""That makes sense, thanks for explaining""}, {""speaker"": ""agent"", ""timestamp"": ""2026-01-02T08:06:00"", ""message"": ""I can offer you a discount on your next bill as compensation.""}, {""speaker"": ""customer"", ""timestamp"": ""2026-01-02T08:08:00"", ""message"": ""Thank you for your time, I appreciate the help""}]",AGENT_006,unresolved,LOG_0034750,technical_issue
CHAT_00194,CUST_00979,2025-09-28 00:00:00,2025-09-28 00:02:00,"[{""speaker"": ""agent"", ""timestamp"": ""2025-09-28T00:06:00"", ""message"": ""Let me check your account details.""}]",AGENT_012,escalated,,billing
