ticket_id,customer_id,timestamp_created,timestamp_closed,subject,description,category,priority,channel,status,solved_in_hours,related_log_id,technical_issue_type
TKT_001683,CUST_00282,2025-12-22 01:00:00,2025-12-22 09:00:00,Technical Issue - Connection Drops,Internet keeps disconnecting every few minutes,technical,medium,email,closed,8,LOG_0009762,connection_drops
TKT_001684,CUST_00282,2026-02-14 05:00:00,2026-02-14 06:00:00,Technical Issue - High Latency,"High ping, gaming is impossible with this latency",technical,medium,chat,closed,1,LOG_0009769,high_latency
TKT_001685,CUST_00282,2026-02-15 00:00:00,2026-02-15 15:00:00,Service Change,Want to upgrade to faster plan,service_change,low,web_form,closed,15,,
TKT_001686,CUST_00282,2025-12-04 00:00:00,2025-12-04 22:00:00,Service Change,"Moving to new address, how to transfer service?",service_change,medium,chat,closed,22,,
TKT_001687,CUST_00283,2025-12-08 02:00:00,2025-12-10 01:00:00,Technical Issue - Connection Drops,"Connection drops constantly, can't stay online",technical,high,chat,closed,47,LOG_0009784,connection_drops
TKT_001688,CUST_00283,2025-12-18 03:00:00,2025-12-22 01:00:00,Technical Issue - Outage,"Complete outage for 116 minutes, no internet at all",technical,high,phone,closed,94,LOG_0009791,outage
TKT_001689,CUST_00283,2026-02-28 10:00:00,2026-03-01 08:00:00,Technical Issue - High Latency,"High ping, gaming is impossible with this latency",technical,medium,chat,closed,22,LOG_0009795,high_latency
TKT_001690,CUST_00283,2025-12-22 11:00:00,2025-12-24 00:00:00,Technical Issue - Slow Speed,Speed test shows terrible results - 65 Mbps when I'm paying for 200 Mbps,technical,high,phone,closed,37,LOG_0009805,slow_speed
TKT_001691,CUST_00283,2026-01-24 01:00:00,2026-01-25 15:00:00,Technical Issue - Packet Loss,Unstable connection with frequent data loss,technical,high,chat,closed,38,LOG_0009810,packet_loss
TKT_001692,CUST_00283,2026-01-07 11:00:00,2026-01-08 01:00:00,Technical Issue - Slow Speed,"Pages are loading very slowly, speed is way below what was promised",technical,medium,chat,closed,14,LOG_0009815,slow_speed
TKT_001693,CUST_00283,2025-11-29 00:00:00,2025-11-29 06:00:00,Billing,Why did my bill increase without notice?,billing,medium,email,closed,6,,
TKT_001694,CUST_00283,2025-10-24 00:00:00,2025-10-24 21:00:00,Billing,Charged $107.79 but my plan should be $78.46,billing,high,phone,closed,21,,
TKT_001695,CUST_00283,2025-11-06 00:00:00,2025-11-06 22:00:00,Billing,Double charged this month,billing,low,phone,closed,22,,
TKT_001696,CUST_00284,2026-02-20 09:00:00,2026-02-21 17:00:00,Technical Issue - High Latency,"High ping, gaming is impossible with this latency",technical,high,phone,closed,32,LOG_0009826,high_latency
TKT_001697,CUST_00284,2025-10-05 00:00:00,2025-10-05 01:00:00,Service Change,How do I cancel my service?,service_change,medium,email,closed,1,,
TKT_001698,CUST_00285,2025-12-05 06:00:00,2025-12-09 07:00:00,Technical Issue - Outage,Total service interruption in my area,technical,high,chat,closed,97,LOG_0009845,outage
TKT_001699,CUST_00285,2026-01-12 00:00:00,2026-01-16 05:00:00,Technical Issue - Slow Speed,"Streaming keeps buffering, internet speed is insufficient",technical,urgent,email,closed,101,LOG_0009864,slow_speed
TKT_001700,CUST_00285,2026-02-05 03:00:00,2026-02-05 23:00:00,Technical Issue - Packet Loss,"Experiencing severe packet loss (23.0%), connection is unstable",technical,high,web_form,closed,20,LOG_0009868,packet_loss
TKT_001701,CUST_00285,2026-02-21 02:00:00,2026-02-23 02:00:00,Technical Issue - Packet Loss,"Data is getting lost, packet loss is very high",technical,high,phone,closed,48,LOG_0009869,packet_loss
TKT_001702,CUST_00286,2026-01-28 10:00:00,2026-01-29 08:00:00,Technical Issue - Slow Speed,"Streaming keeps buffering, internet speed is insufficient",technical,urgent,web_form,closed,22,LOG_0009886,slow_speed
TKT_001703,CUST_00286,2026-02-21 11:00:00,2026-02-21 21:00:00,Technical Issue - High Latency,"Terrible lag during video calls, latency is 184ms",technical,medium,web_form,closed,10,LOG_0009898,high_latency
TKT_001704,CUST_00286,2026-01-16 01:00:00,2026-01-16 21:00:00,Technical Issue - Connection Drops,"Losing connection repeatedly, very frustrating",technical,medium,email,closed,20,LOG_0009899,connection_drops
TKT_001705,CUST_00286,2026-01-05 11:00:00,2026-01-07 05:00:00,Technical Issue - Outage,Total service interruption in my area,technical,high,phone,closed,42,LOG_0009911,outage
TKT_001706,CUST_00286,2026-02-20 00:00:00,2026-02-20 18:00:00,Billing,Why did my bill increase without notice?,billing,medium,email,closed,18,,
TKT_001707,CUST_00286,2025-10-16 00:00:00,2025-10-16 03:00:00,Billing,Why did my bill increase without notice?,billing,medium,web_form,closed,3,,
TKT_001708,CUST_00287,2025-12-25 06:00:00,2025-12-25 17:00:00,Technical Issue - Connection Drops,Internet keeps disconnecting every few minutes,technical,high,email,closed,11,LOG_0009923,connection_drops
TKT_001709,CUST_00287,2026-01-14 02:00:00,2026-01-15 03:00:00,Technical Issue - Slow Speed,Speed test shows terrible results - 346 Mbps when I'm paying for 1000 Mbps,technical,medium,email,closed,25,LOG_0009928,slow_speed
TKT_001710,CUST_00287,2026-02-03 08:00:00,2026-02-05 03:00:00,Technical Issue - Slow Speed,"Pages are loading very slowly, speed is way below what was promised",technical,medium,chat,closed,43,LOG_0009933,slow_speed
TKT_001711,CUST_00287,2025-12-31 00:00:00,2025-12-31 06:00:00,Service Change,Need to downgrade to save money,service_change,low,web_form,closed,6,,
TKT_001712,CUST_00288,2026-01-16 04:00:00,2026-01-17 12:00:00,Technical Issue - High Latency,"High ping, gaming is impossible with this latency",technical,medium,phone,closed,32,LOG_0009953,high_latency
TKT_001713,CUST_00288,2026-01-28 04:00:00,2026-01-30 21:00:00,Technical Issue - Outage,"No connection whatsoever, lights on router are red",technical,high,web_form,closed,65,LOG_0009960,outage
TKT_001714,CUST_00288,2025-12-12 00:00:00,2025-12-13 13:00:00,Technical Issue - High Latency,"High ping, gaming is impossible with this latency",technical,medium,web_form,closed,37,LOG_0009965,high_latency
TKT_001715,CUST_00288,2026-02-22 04:00:00,2026-02-22 17:00:00,Technical Issue - High Latency,"Video conferences are choppy, high latency issues",technical,high,email,closed,13,LOG_0009977,high_latency
TKT_001716,CUST_00289,2026-02-16 11:00:00,2026-02-18 01:00:00,Technical Issue - High Latency,"High ping, gaming is impossible with this latency",technical,medium,email,closed,38,LOG_0009986,high_latency
TKT_001717,CUST_00289,2026-02-19 09:00:00,2026-02-19 19:00:00,Technical Issue - Connection Drops,"Losing connection repeatedly, very frustrating",technical,high,email,closed,10,LOG_0009994,connection_drops
TKT_001718,CUST_00289,2026-01-02 12:00:00,2026-01-02 17:00:00,Technical Issue - Connection Drops,"Connection drops constantly, can't stay online",technical,high,chat,closed,5,LOG_0009995,connection_drops
TKT_001719,CUST_00289,2026-02-15 12:00:00,2026-02-17 07:00:00,Technical Issue - Connection Drops,Internet keeps disconnecting every few minutes,technical,high,email,closed,43,LOG_0009999,connection_drops
TKT_001720,CUST_00289,2025-12-14 06:00:00,2025-12-14 12:00:00,Technical Issue - Slow Speed,"Streaming keeps buffering, internet speed is insufficient",technical,medium,chat,closed,6,LOG_0010008,slow_speed
TKT_001721,CUST_00289,2025-12-16 01:00:00,2025-12-16 11:00:00,Technical Issue - High Latency,"Response time is awful, everything is delayed",technical,medium,chat,closed,10,LOG_0010017,high_latency
TKT_001722,CUST_00289,2025-12-04 02:00:00,2025-12-05 13:00:00,Technical Issue - Packet Loss,"Connection quality is terrible, lots of packet loss",technical,medium,email,closed,35,LOG_0010018,packet_loss
TKT_001723,CUST_00289,2026-02-20 10:00:00,2026-02-21 10:00:00,Technical Issue - High Latency,"Video conferences are choppy, high latency issues",technical,medium,web_form,closed,24,LOG_0010021,high_latency
TKT_001724,CUST_00289,2025-10-09 00:00:00,2025-10-09 12:00:00,Billing,Need explanation for additional fees on bill,billing,medium,web_form,closed,12,,
TKT_001725,CUST_00289,2025-12-26 00:00:00,2025-12-26 13:00:00,Sales,Interested in bundling services,sales,medium,chat,closed,13,,
TKT_001726,CUST_00289,2025-09-05 00:00:00,2025-09-05 23:00:00,Service Change,How do I cancel my service?,service_change,low,phone,closed,23,,
TKT_001727,CUST_00289,2025-11-01 00:00:00,2025-11-01 16:00:00,Service Change,"Moving to new address, how to transfer service?",service_change,medium,web_form,closed,16,,
TKT_001728,CUST_00290,2025-12-12 04:00:00,2025-12-13 04:00:00,Technical Issue - Outage,"Complete outage for 50 minutes, no internet at all",technical,urgent,web_form,closed,24,LOG_0010032,outage
TKT_001729,CUST_00290,2026-01-28 01:00:00,2026-01-29 02:00:00,Technical Issue - Packet Loss,Unstable connection with frequent data loss,technical,high,chat,closed,25,LOG_0010034,packet_loss
TKT_001730,CUST_00290,2026-02-06 11:00:00,2026-02-07 23:00:00,Technical Issue - Slow Speed,"Streaming keeps buffering, internet speed is insufficient",technical,high,web_form,closed,36,LOG_0010043,slow_speed
TKT_001731,CUST_00290,2026-01-24 11:00:00,2026-01-24 23:00:00,Technical Issue - Slow Speed,"Internet is extremely slow, only getting 22 Mbps instead of 50 Mbps",technical,high,chat,closed,12,LOG_0010047,slow_speed
TKT_001732,CUST_00291,2026-02-16 05:00:00,2026-02-17 04:00:00,Technical Issue - High Latency,"Response time is awful, everything is delayed",technical,high,chat,closed,23,LOG_0010055,high_latency
TKT_001733,CUST_00291,2026-02-07 00:00:00,2026-02-07 05:00:00,Technical Issue - Connection Drops,"Losing connection repeatedly, very frustrating",technical,high,email,closed,5,LOG_0010062,connection_drops
TKT_001734,CUST_00291,2026-02-15 00:00:00,2026-02-16 20:00:00,Billing,Need explanation for additional fees on bill,billing,low,chat,closed,44,,
TKT_001735,CUST_00291,2026-02-15 00:00:00,2026-02-16 00:00:00,Service Change,Want to upgrade to faster plan,service_change,low,email,closed,24,,
TKT_001736,CUST_00291,2025-09-20 00:00:00,2025-09-20 05:00:00,Billing,Double charged this month,billing,high,phone,closed,5,,
TKT_001737,CUST_00292,2025-12-21 00:00:00,2025-12-21 10:00:00,Technical Issue - Packet Loss,Unstable connection with frequent data loss,technical,medium,web_form,closed,10,LOG_0010087,packet_loss
TKT_001738,CUST_00292,2026-02-28 00:00:00,2026-02-28 09:00:00,Technical Issue - High Latency,"High ping, gaming is impossible with this latency",technical,high,phone,closed,9,LOG_0010088,high_latency
TKT_001739,CUST_00292,2025-12-30 00:00:00,2025-12-31 04:00:00,Technical Issue - High Latency,"High ping, gaming is impossible with this latency",technical,medium,phone,closed,28,LOG_0010090,high_latency
TKT_001740,CUST_00292,2025-12-24 04:00:00,2025-12-24 16:00:00,Technical Issue - Packet Loss,"Experiencing severe packet loss (25.0%), connection is unstable",technical,high,chat,closed,12,LOG_0010091,packet_loss
TKT_001741,CUST_00292,2025-12-15 10:00:00,2025-12-16 20:00:00,Technical Issue - High Latency,"High ping, gaming is impossible with this latency",technical,high,email,closed,34,LOG_0010098,high_latency
TKT_001742,CUST_00292,2026-02-07 02:00:00,2026-02-08 03:00:00,Technical Issue - High Latency,"Response time is awful, everything is delayed",technical,medium,phone,closed,25,LOG_0010099,high_latency
TKT_001743,CUST_00293,2025-12-08 05:00:00,2025-12-08 16:00:00,Technical Issue - Slow Speed,Speed test shows terrible results - 97 Mbps when I'm paying for 200 Mbps,technical,high,web_form,closed,11,LOG_0010108,slow_speed
TKT_001744,CUST_00293,2026-01-08 12:00:00,2026-01-10 11:00:00,Technical Issue - Connection Drops,WiFi keeps cutting out throughout the day,technical,high,email,closed,47,LOG_0010121,connection_drops
TKT_001745,CUST_00293,2025-09-07 00:00:00,2025-09-07 02:00:00,Service Change,"Moving to new address, how to transfer service?",service_change,low,web_form,closed,2,,
TKT_001746,CUST_00293,2026-02-18 00:00:00,2026-02-20 00:00:00,Billing,Charged $97.35 but my plan should be $78.49,billing,medium,chat,closed,48,,
TKT_001747,CUST_00294,2026-01-26 06:00:00,2026-01-26 08:00:00,Technical Issue - High Latency,"High ping, gaming is impossible with this latency",technical,medium,phone,closed,2,LOG_0010131,high_latency
TKT_001748,CUST_00294,2025-12-17 01:00:00,2025-12-17 20:00:00,Technical Issue - Packet Loss,Unstable connection with frequent data loss,technical,high,email,closed,19,LOG_0010146,packet_loss
TKT_001749,CUST_00294,2025-12-05 01:00:00,2025-12-05 07:00:00,Technical Issue - Connection Drops,WiFi keeps cutting out throughout the day,technical,medium,phone,closed,6,LOG_0010154,connection_drops
TKT_001750,CUST_00294,2026-01-15 07:00:00,2026-01-15 17:00:00,Technical Issue - High Latency,"High ping, gaming is impossible with this latency",technical,high,email,closed,10,LOG_0010161,high_latency
TKT_001751,CUST_00295,2025-12-08 00:00:00,2025-12-08 14:00:00,Technical Issue - Connection Drops,"Losing connection repeatedly, very frustrating",technical,medium,chat,closed,14,LOG_0010171,connection_drops
TKT_001752,CUST_00295,2026-01-06 11:00:00,2026-01-07 08:00:00,Technical Issue - Slow Speed,"Internet is extremely slow, only getting 12 Mbps instead of 50 Mbps",technical,high,email,closed,21,LOG_0010175,slow_speed
TKT_001753,CUST_00295,2025-12-20 11:00:00,2025-12-21 05:00:00,Technical Issue - Packet Loss,"Connection quality is terrible, lots of packet loss",technical,medium,web_form,closed,18,LOG_0010181,packet_loss
TKT_001754,CUST_00295,2026-01-08 04:00:00,2026-01-08 15:00:00,Technical Issue - High Latency,"Terrible lag during video calls, latency is 284ms",technical,medium,chat,closed,11,LOG_0010183,high_latency
TKT_001755,CUST_00295,2026-01-11 05:00:00,2026-01-11 13:00:00,Technical Issue - Connection Drops,"Losing connection repeatedly, very frustrating",technical,medium,chat,closed,8,LOG_0010190,connection_drops
TKT_001756,CUST_00295,2026-01-04 08:00:00,2026-01-06 02:00:00,Technical Issue - High Latency,"Terrible lag during video calls, latency is 100ms",technical,medium,email,closed,42,LOG_0010191,high_latency
TKT_001757,CUST_00295,2025-12-27 00:00:00,2025-12-28 21:00:00,Billing,Double charged this month,billing,medium,phone,closed,45,,
TKT_001758,CUST_00296,2026-01-06 05:00:00,2026-01-06 09:00:00,Technical Issue - High Latency,"Response time is awful, everything is delayed",technical,medium,phone,closed,4,LOG_0010214,high_latency
TKT_001759,CUST_00296,2026-02-12 06:00:00,2026-02-13 15:00:00,Technical Issue - Slow Speed,"Internet is extremely slow, only getting 21 Mbps instead of 50 Mbps",technical,medium,email,closed,33,LOG_0010232,slow_speed
TKT_001760,CUST_00296,2025-12-26 07:00:00,2025-12-29 19:00:00,Technical Issue - Slow Speed,"Internet is extremely slow, only getting 10 Mbps instead of 50 Mbps",technical,high,email,closed,84,LOG_0010243,slow_speed
TKT_001761,CUST_00296,2026-01-12 00:00:00,2026-01-12 07:00:00,Service Change,"Moving to new address, how to transfer service?",service_change,low,email,closed,7,,
TKT_001762,CUST_00296,2025-09-28 00:00:00,2025-09-29 00:00:00,Billing,Why did my bill increase without notice?,billing,medium,phone,closed,24,,
TKT_001763,CUST_00297,2026-02-10 11:00:00,2026-02-11 14:00:00,Technical Issue - Packet Loss,"Experiencing severe packet loss (13.2%), connection is unstable",technical,medium,email,closed,27,LOG_0010264,packet_loss
TKT_001764,CUST_00297,2025-09-13 00:00:00,2025-09-13 12:00:00,Billing,Double charged this month,billing,high,chat,closed,12,,
TKT_001765,CUST_00297,2025-09-06 00:00:00,2025-09-06 06:00:00,Sales,"Competitor is offering better price, can you match?",sales,medium,chat,closed,6,,
TKT_001766,CUST_00298,2026-02-05 11:00:00,2026-02-05 16:00:00,Technical Issue - High Latency,"Video conferences are choppy, high latency issues",technical,high,email,closed,5,LOG_0010277,high_latency
TKT_001767,CUST_00298,2026-01-05 03:00:00,2026-01-06 19:00:00,Technical Issue - Packet Loss,"Connection quality is terrible, lots of packet loss",technical,medium,phone,closed,40,LOG_0010278,packet_loss
TKT_001768,CUST_00298,2025-12-16 01:00:00,2025-12-17 07:00:00,Technical Issue - High Latency,"Response time is awful, everything is delayed",technical,high,email,closed,30,LOG_0010291,high_latency
TKT_001769,CUST_00298,2025-12-16 00:00:00,2025-12-17 07:00:00,Technical Issue - Connection Drops,Internet keeps disconnecting every few minutes,technical,high,web_form,closed,31,LOG_0010293,connection_drops
TKT_001770,CUST_00298,2025-12-17 00:00:00,2025-12-17 13:00:00,Technical Issue - Slow Speed,"Streaming keeps buffering, internet speed is insufficient",technical,medium,phone,closed,13,LOG_0010294,slow_speed
TKT_001771,CUST_00298,2025-12-28 10:00:00,2025-12-29 22:00:00,Technical Issue - Packet Loss,"Connection quality is terrible, lots of packet loss",technical,medium,email,closed,36,LOG_0010295,packet_loss
TKT_001772,CUST_00298,2026-01-07 01:00:00,2026-01-08 05:00:00,Technical Issue - Packet Loss,"Connection quality is terrible, lots of packet loss",technical,medium,phone,closed,28,LOG_0010296,packet_loss
TKT_001773,CUST_00298,2026-01-04 03:00:00,2026-01-04 04:00:00,Technical Issue - Packet Loss,"Connection quality is terrible, lots of packet loss",technical,high,chat,closed,1,LOG_0010300,packet_loss
TKT_001774,CUST_00298,2026-02-02 09:00:00,2026-02-03 09:00:00,Technical Issue - Packet Loss,"Data is getting lost, packet loss is very high",technical,high,chat,closed,24,LOG_0010301,packet_loss
TKT_001775,CUST_00298,2026-01-20 06:00:00,2026-01-21 07:00:00,Technical Issue - High Latency,"Video conferences are choppy, high latency issues",technical,medium,phone,closed,25,LOG_0010304,high_latency
TKT_001776,CUST_00298,2025-12-22 09:00:00,2025-12-24 09:00:00,Technical Issue - Packet Loss,"Data is getting lost, packet loss is very high",technical,high,phone,closed,48,LOG_0010307,packet_loss
TKT_001777,CUST_00298,2026-01-25 09:00:00,2026-01-26 22:00:00,Technical Issue - High Latency,"High ping, gaming is impossible with this latency",technical,medium,chat,closed,37,LOG_0010309,high_latency
TKT_001778,CUST_00298,2025-12-31 10:00:00,2026-01-03 06:00:00,Technical Issue - Slow Speed,"Pages are loading very slowly, speed is way below what was promised",technical,urgent,email,closed,68,LOG_0010310,slow_speed
TKT_001779,CUST_00298,2025-12-20 07:00:00,2025-12-20 12:00:00,Technical Issue - Packet Loss,"Connection quality is terrible, lots of packet loss",technical,high,phone,closed,5,LOG_0010316,packet_loss
TKT_001780,CUST_00298,2025-09-02 00:00:00,2025-09-03 00:00:00,Billing,Charged $112.11 but my plan should be $79.26,billing,medium,phone,closed,24,,
TKT_001781,CUST_00298,2026-01-04 00:00:00,2026-01-04 13:00:00,Service Change,Need to downgrade to save money,service_change,medium,web_form,closed,13,,
TKT_001782,CUST_00298,2026-01-27 00:00:00,2026-01-27 06:00:00,Service Change,Need to downgrade to save money,service_change,low,chat,closed,6,,
TKT_001783,CUST_00299,2025-12-28 09:00:00,2025-12-28 19:00:00,Technical Issue - Packet Loss,"Connection quality is terrible, lots of packet loss",technical,medium,web_form,closed,10,LOG_0010322,packet_loss
TKT_001784,CUST_00299,2026-02-06 11:00:00,2026-02-08 04:00:00,Technical Issue - Connection Drops,Internet keeps disconnecting every few minutes,technical,high,email,closed,41,LOG_0010329,connection_drops
TKT_001785,CUST_00299,2026-01-25 03:00:00,2026-01-25 10:00:00,Technical Issue - Connection Drops,"Connection drops constantly, can't stay online",technical,high,email,closed,7,LOG_0010330,connection_drops
TKT_001786,CUST_00299,2026-01-27 02:00:00,2026-01-30 01:00:00,Technical Issue - Slow Speed,"Streaming keeps buffering, internet speed is insufficient",technical,high,email,closed,71,LOG_0010339,slow_speed
TKT_001787,CUST_00299,2025-12-12 00:00:00,2025-12-13 16:00:00,Technical Issue - Slow Speed,"Streaming keeps buffering, internet speed is insufficient",technical,high,phone,closed,40,LOG_0010353,slow_speed
TKT_001788,CUST_00299,2025-12-31 05:00:00,2026-01-01 03:00:00,Technical Issue - Packet Loss,"Experiencing severe packet loss (21.5%), connection is unstable",technical,medium,chat,closed,22,LOG_0010354,packet_loss
TKT_001789,CUST_00299,2026-01-01 10:00:00,2026-01-03 10:00:00,Technical Issue - Slow Speed,"Internet is extremely slow, only getting 23 Mbps instead of 50 Mbps",technical,high,phone,closed,48,LOG_0010359,slow_speed
TKT_001790,CUST_00299,2025-12-17 05:00:00,2025-12-17 17:00:00,Technical Issue - Slow Speed,"Internet is extremely slow, only getting 23 Mbps instead of 50 Mbps",technical,medium,email,closed,12,LOG_0010364,slow_speed
TKT_001791,CUST_00299,2026-01-20 00:00:00,2026-01-21 18:00:00,Billing,Need explanation for additional fees on bill,billing,medium,email,closed,42,,
TKT_001792,CUST_00300,2026-01-13 05:00:00,2026-01-14 09:00:00,Technical Issue - High Latency,"High ping, gaming is impossible with this latency",technical,medium,web_form,closed,28,LOG_0010372,high_latency
TKT_001793,CUST_00300,2026-02-05 01:00:00,2026-02-05 11:00:00,Technical Issue - High Latency,"Response time is awful, everything is delayed",technical,medium,chat,closed,10,LOG_0010385,high_latency
TKT_001794,CUST_00300,2026-02-28 07:00:00,2026-02-28 20:00:00,Technical Issue - Connection Drops,Internet keeps disconnecting every few minutes,technical,high,phone,closed,13,LOG_0010397,connection_drops
TKT_001795,CUST_00300,2026-01-27 07:00:00,2026-01-28 23:00:00,Technical Issue - Slow Speed,"Internet is extremely slow, only getting 23 Mbps instead of 50 Mbps",technical,medium,chat,closed,40,LOG_0010400,slow_speed
TKT_001796,CUST_00300,2026-02-07 00:00:00,2026-02-07 11:00:00,Sales,Interested in bundling services,sales,low,chat,closed,11,,
TKT_001797,CUST_00301,2025-12-03 09:00:00,2025-12-08 06:00:00,Technical Issue - Outage,"No connection whatsoever, lights on router are red",technical,high,web_form,closed,117,LOG_0010406,outage
TKT_001798,CUST_00301,2026-01-10 05:00:00,2026-01-11 17:00:00,Technical Issue - Packet Loss,"Experiencing severe packet loss (10.1%), connection is unstable",technical,high,email,closed,36,LOG_0010407,packet_loss
TKT_001799,CUST_00301,2025-12-13 03:00:00,2025-12-14 09:00:00,Technical Issue - Slow Speed,"Pages are loading very slowly, speed is way below what was promised",technical,high,email,closed,30,LOG_0010410,slow_speed
TKT_001800,CUST_00301,2026-02-16 04:00:00,2026-02-17 09:00:00,Technical Issue - High Latency,"Video conferences are choppy, high latency issues",technical,medium,web_form,closed,29,LOG_0010418,high_latency
TKT_001801,CUST_00301,2025-12-06 07:00:00,2025-12-09 19:00:00,Technical Issue - Slow Speed,"Internet is extremely slow, only getting 50 Mbps instead of 200 Mbps",technical,high,web_form,closed,84,LOG_0010421,slow_speed
TKT_001802,CUST_00301,2026-01-11 00:00:00,2026-01-12 02:00:00,Technical Issue - Slow Speed,"Internet is extremely slow, only getting 57 Mbps instead of 200 Mbps",technical,high,email,closed,26,LOG_0010425,slow_speed
TKT_001803,CUST_00301,2026-02-12 01:00:00,2026-02-16 23:00:00,Technical Issue - Slow Speed,Speed test shows terrible results - 48 Mbps when I'm paying for 200 Mbps,technical,high,email,closed,118,LOG_0010447,slow_speed
TKT_001804,CUST_00301,2026-02-18 00:00:00,2026-02-19 01:00:00,Billing,Why did my bill increase without notice?,billing,medium,email,closed,25,,
TKT_001805,CUST_00301,2025-12-03 00:00:00,2025-12-03 21:00:00,Billing,Why did my bill increase without notice?,billing,medium,chat,closed,21,,
TKT_001806,CUST_00301,2026-02-28 00:00:00,2026-02-28 22:00:00,Service Change,How do I cancel my service?,service_change,low,chat,closed,22,,
TKT_001807,CUST_00302,2026-02-06 00:00:00,2026-02-06 04:00:00,Service Change,"Moving to new address, how to transfer service?",service_change,low,web_form,closed,4,,
TKT_001808,CUST_00302,2025-12-09 00:00:00,2025-12-10 04:00:00,Billing,Charged $66.97 but my plan should be $48.15,billing,low,email,closed,28,,
TKT_001809,CUST_00303,2026-02-03 03:00:00,2026-02-03 09:00:00,Technical Issue - Packet Loss,"Connection quality is terrible, lots of packet loss",technical,high,email,closed,6,LOG_0010495,packet_loss
TKT_001810,CUST_00303,2026-01-13 01:00:00,2026-01-13 03:00:00,Technical Issue - Packet Loss,"Data is getting lost, packet loss is very high",technical,high,web_form,closed,2,LOG_0010503,packet_loss
TKT_001811,CUST_00303,2025-12-24 12:00:00,2025-12-25 19:00:00,Technical Issue - Connection Drops,Internet keeps disconnecting every few minutes,technical,medium,chat,closed,31,LOG_0010515,connection_drops
TKT_001812,CUST_00303,2026-01-17 10:00:00,2026-01-18 11:00:00,Technical Issue - Slow Speed,"Streaming keeps buffering, internet speed is insufficient",technical,high,chat,closed,25,LOG_0010522,slow_speed
TKT_001813,CUST_00303,2025-09-19 00:00:00,2025-09-20 07:00:00,Billing,Need explanation for additional fees on bill,billing,low,web_form,closed,31,,
TKT_001814,CUST_00303,2026-02-20 00:00:00,2026-02-20 16:00:00,Billing,Need explanation for additional fees on bill,billing,medium,phone,closed,16,,
TKT_001815,CUST_00303,2025-09-17 00:00:00,2025-09-17 13:00:00,Sales,Interested in bundling services,sales,low,web_form,closed,13,,
TKT_001816,CUST_00304,2026-02-21 03:00:00,2026-02-21 21:00:00,Technical Issue - Connection Drops,Internet keeps disconnecting every few minutes,technical,high,web_form,closed,18,LOG_0010527,connection_drops
TKT_001817,CUST_00304,2025-12-03 09:00:00,2025-12-04 18:00:00,Technical Issue - High Latency,"Response time is awful, everything is delayed",technical,high,web_form,closed,33,LOG_0010528,high_latency
TKT_001818,CUST_00304,2026-01-27 04:00:00,2026-01-28 20:00:00,Technical Issue - Slow Speed,"Pages are loading very slowly, speed is way below what was promised",technical,high,chat,closed,40,LOG_0010529,slow_speed
TKT_001819,CUST_00304,2025-12-12 04:00:00,2025-12-13 18:00:00,Technical Issue - Connection Drops,"Connection drops constantly, can't stay online",technical,medium,web_form,closed,38,LOG_0010541,connection_drops
TKT_001820,CUST_00304,2026-01-16 00:00:00,2026-01-17 06:00:00,Technical Issue - Connection Drops,WiFi keeps cutting out throughout the day,technical,medium,chat,closed,30,LOG_0010547,connection_drops
TKT_001821,CUST_00304,2025-12-31 12:00:00,2026-01-01 12:00:00,Technical Issue - Slow Speed,"Pages are loading very slowly, speed is way below what was promised",technical,high,chat,closed,24,LOG_0010556,slow_speed
TKT_001822,CUST_00304,2026-01-25 00:00:00,2026-01-25 02:00:00,Billing,Why did my bill increase without notice?,billing,low,email,closed,2,,
TKT_001823,CUST_00304,2026-02-05 00:00:00,2026-02-05 10:00:00,Service Change,"Moving to new address, how to transfer service?",service_change,low,phone,closed,10,,
TKT_001824,CUST_00304,2025-09-30 00:00:00,2025-09-30 08:00:00,Service Change,"Moving to new address, how to transfer service?",service_change,low,email,closed,8,,
TKT_001825,CUST_00305,2026-01-15 07:00:00,2026-01-17 05:00:00,Technical Issue - Slow Speed,"Pages are loading very slowly, speed is way below what was promised",technical,high,web_form,closed,46,LOG_0010557,slow_speed
TKT_001826,CUST_00305,2026-02-20 04:00:00,2026-02-22 04:00:00,Technical Issue - Connection Drops,"Connection drops constantly, can't stay online",technical,high,email,closed,48,LOG_0010560,connection_drops
TKT_001827,CUST_00305,2026-01-08 11:00:00,2026-01-09 11:00:00,Technical Issue - High Latency,"Terrible lag during video calls, latency is 153ms",technical,medium,chat,closed,24,LOG_0010564,high_latency
TKT_001828,CUST_00305,2026-02-20 03:00:00,2026-02-21 05:00:00,Technical Issue - High Latency,"Terrible lag during video calls, latency is 246ms",technical,high,chat,closed,26,LOG_0010566,high_latency
TKT_001829,CUST_00305,2026-02-18 00:00:00,2026-02-19 01:00:00,Technical Issue - Slow Speed,"Internet is extremely slow, only getting 79 Mbps instead of 200 Mbps",technical,high,web_form,closed,25,LOG_0010572,slow_speed
TKT_001830,CUST_00305,2026-01-23 06:00:00,2026-01-25 06:00:00,Technical Issue - Connection Drops,Internet keeps disconnecting every few minutes,technical,medium,phone,closed,48,LOG_0010589,connection_drops
TKT_001831,CUST_00305,2026-02-07 00:00:00,2026-02-08 15:00:00,Billing,Double charged this month,billing,medium,chat,closed,39,,
TKT_001832,CUST_00305,2025-09-03 00:00:00,2025-09-03 16:00:00,Service Change,How do I cancel my service?,service_change,medium,email,closed,16,,
