log_id,customer_id,timestamp,speed_measured_mbps,packet_loss_percent,latency_ms,downtime_minutes,connection_drops_count,issue_detected
LOG_0007358,CUST_00212,2026-02-13,49.2,1.88,14.6,0,0,none
LOG_0007359,CUST_00212,2026-02-02,43.8,1.15,30.1,0,0,none
LOG_0007360,CUST_00212,2026-01-18,44.4,0.22,27.8,0,0,none
LOG_0007361,CUST_00212,2026-01-28,46.6,1.9,36.8,0,0,none
LOG_0007362,CUST_00212,2026-01-12,44.7,1.28,25.2,0,0,none
LOG_0007363,CUST_00212,2026-01-20,45.2,8.82,262.8,0,0,high_latency
LOG_0007364,CUST_00212,2025-12-17,43.8,1.96,32.6,0,0,none
LOG_0007365,CUST_00212,2026-01-07,49.9,1.67,17.3,0,0,none
LOG_0007366,CUST_00212,2026-01-13,49.8,1.3,29.4,0,0,none
LOG_0007367,CUST_00212,2026-01-16,46.6,16.22,20.8,0,20,connection_drops
LOG_0007368,CUST_00212,2026-02-24,47.1,0.11,15.6,0,0,none
LOG_0007369,CUST_00212,2026-02-10,43.2,1.76,33.8,0,0,none
LOG_0007370,CUST_00212,2025-12-15,47.8,0.0,15.8,0,0,none
LOG_0007371,CUST_00212,2026-01-12,11.3,1.16,64.3,0,0,slow_speed
LOG_0007372,CUST_00212,2026-02-17,49.1,1.35,39.7,0,0,none
LOG_0007373,CUST_00212,2026-01-18,43.9,1.7,23.0,0,0,none
LOG_0007374,CUST_00212,2026-01-10,42.9,1.13,12.3,0,0,none
LOG_0007375,CUST_00212,2026-01-24,43.5,0.77,35.1,0,0,none
LOG_0007376,CUST_00212,2026-02-14,45.3,0.59,37.1,0,0,none
LOG_0007377,CUST_00212,2026-02-04,43.3,0.13,12.6,0,0,none
LOG_0007378,CUST_00212,2025-12-13,48.5,0.59,24.0,0,0,none
LOG_0007379,CUST_00212,2026-02-23,45.0,0.22,30.0,0,0,none
LOG_0007380,CUST_00212,2026-02-25,46.7,26.6,133.2,0,0,packet_loss
LOG_0007381,CUST_00213,2026-01-03,48.5,0.47,20.7,0,0,none
LOG_0007382,CUST_00213,2026-01-31,45.2,0.74,24.2,0,0,none
LOG_0007383,CUST_00213,2026-01-13,43.9,17.09,29.6,0,10,connection_drops
LOG_0007384,CUST_00213,2025-12-23,16.2,0.75,84.5,0,0,slow_speed
LOG_0007385,CUST_00213,2026-02-26,43.8,1.16,39.0,0,0,none
LOG_0007386,CUST_00213,2026-01-02,45.8,0.58,29.9,0,0,none
LOG_0007387,CUST_00213,2026-01-12,17.4,1.0,80.9,0,0,slow_speed
LOG_0007388,CUST_00213,2025-12-11,48.9,0.99,33.8,0,0,none
LOG_0007389,CUST_00213,2026-02-08,45.5,0.24,25.8,0,0,none
LOG_0007390,CUST_00213,2025-12-24,47.2,1.82,37.7,0,0,none
LOG_0007391,CUST_00213,2026-02-14,24.6,1.46,59.0,0,0,slow_speed
LOG_0007392,CUST_00213,2026-02-14,14.4,0.52,88.4,0,0,slow_speed
LOG_0007393,CUST_00213,2026-01-20,50.0,1.77,39.0,0,0,none
LOG_0007394,CUST_00213,2026-02-19,49.4,1.87,23.3,0,0,none
LOG_0007395,CUST_00213,2025-12-30,49.2,1.77,17.9,0,0,none
LOG_0007396,CUST_00213,2026-02-28,47.6,0.8,19.6,0,0,none
LOG_0007397,CUST_00213,2026-01-19,47.4,1.09,24.3,0,0,none
LOG_0007398,CUST_00213,2026-02-04,44.4,1.79,29.5,0,0,none
LOG_0007399,CUST_00213,2025-12-27,45.5,1.81,23.8,0,0,none
LOG_0007400,CUST_00213,2026-02-02,0.0,0.07,13.1,84,44,outage
LOG_0007401,CUST_00213,2026-01-31,48.9,1.33,25.7,0,0,none
LOG_0007402,CUST_00213,2026-02-17,45.9,0.06,17.3,0,0,none
LOG_0007403,CUST_00213,2025-12-15,45.4,13.55,22.7,0,7,connection_drops
LOG_0007404,CUST_00213,2025-12-05,48.3,1.3,32.1,0,0,none
LOG_0007405,CUST_00213,2026-02-12,48.4,1.45,31.3,0,0,none
LOG_0007406,CUST_00213,2025-12-20,48.6,27.4,78.5,0,0,packet_loss
LOG_0007407,CUST_00213,2025-12-02,43.8,1.92,31.2,0,0,none
LOG_0007408,CUST_00213,2026-02-13,44.4,2.0,19.5,0,0,none
LOG_0007409,CUST_00213,2026-01-09,49.6,0.29,37.3,0,0,none
LOG_0007410,CUST_00213,2026-02-12,44.2,1.69,29.3,0,0,none
LOG_0007411,CUST_00213,2026-01-22,43.4,0.15,12.4,0,0,none
LOG_0007412,CUST_00213,2026-01-26,45.5,0.45,34.2,0,0,none
LOG_0007413,CUST_00213,2026-01-15,43.2,1.4,28.4,0,0,none
LOG_0007414,CUST_00214,2025-12-02,913.4,0.64,11.9,0,0,none
LOG_0007415,CUST_00214,2026-01-23,913.7,0.65,32.8,0,0,none
LOG_0007416,CUST_00214,2026-01-04,210.1,0.54,59.4,0,0,slow_speed
LOG_0007417,CUST_00214,2026-01-23,865.5,1.38,16.4,0,0,none
LOG_0007418,CUST_00214,2025-12-07,865.6,0.45,30.2,0,0,none
LOG_0007419,CUST_00214,2026-01-29,944.9,1.51,10.4,0,0,none
LOG_0007420,CUST_00214,2025-12-14,977.2,0.09,24.5,0,0,none
LOG_0007421,CUST_00214,2025-12-03,962.4,6.69,260.1,0,0,high_latency
LOG_0007422,CUST_00214,2026-02-27,891.1,1.39,19.7,0,0,none
LOG_0007423,CUST_00214,2026-01-24,945.8,0.98,35.1,0,0,none
LOG_0007424,CUST_00214,2026-01-25,955.3,0.74,29.6,0,0,none
LOG_0007425,CUST_00214,2025-12-13,920.3,6.51,233.0,0,0,high_latency
LOG_0007426,CUST_00214,2026-01-13,873.4,7.92,261.7,0,0,high_latency
LOG_0007427,CUST_00214,2026-01-19,857.3,1.97,33.9,0,0,none
LOG_0007428,CUST_00214,2026-02-26,862.4,1.5,25.6,0,0,none
LOG_0007429,CUST_00214,2025-12-19,935.8,0.9,29.3,0,0,none
LOG_0007430,CUST_00214,2026-01-14,875.4,0.04,31.7,0,0,none
LOG_0007431,CUST_00214,2026-01-14,854.9,0.7,37.7,0,0,none
LOG_0007432,CUST_00214,2026-02-20,929.6,0.89,14.6,0,0,none
LOG_0007433,CUST_00214,2026-02-22,909.5,0.41,36.4,0,0,none
LOG_0007434,CUST_00214,2026-02-06,893.2,4.89,169.3,0,0,high_latency
LOG_0007435,CUST_00214,2025-12-02,958.2,1.84,29.1,0,0,none
LOG_0007436,CUST_00214,2026-01-11,876.6,0.98,29.4,0,0,none
LOG_0007437,CUST_00214,2026-02-25,926.6,1.07,32.1,0,0,none
LOG_0007438,CUST_00214,2026-01-09,925.3,0.4,32.9,0,0,none
LOG_0007439,CUST_00214,2025-12-05,973.3,0.92,27.5,0,0,none
LOG_0007440,CUST_00214,2025-12-20,872.3,1.65,14.8,0,0,none
LOG_0007441,CUST_00214,2026-02-18,877.8,0.78,25.0,0,0,none
LOG_0007442,CUST_00214,2025-12-02,956.3,0.43,35.5,0,0,none
LOG_0007443,CUST_00214,2026-01-05,868.5,29.3,68.3,0,0,packet_loss
LOG_0007444,CUST_00214,2026-01-24,968.7,0.99,31.3,0,0,none
LOG_0007445,CUST_00214,2026-02-03,897.3,0.98,31.0,0,0,none
LOG_0007446,CUST_00214,2026-02-05,986.2,0.2,36.9,0,0,none
LOG_0007447,CUST_00214,2026-02-27,941.4,0.37,23.2,0,0,none
LOG_0007448,CUST_00214,2025-12-29,412.7,0.74,57.2,0,0,slow_speed
LOG_0007449,CUST_00214,2026-01-16,857.6,1.72,19.9,0,0,none
LOG_0007450,CUST_00214,2025-12-06,993.9,1.59,16.8,0,0,none
LOG_0007451,CUST_00214,2025-12-08,971.0,0.0,33.0,0,0,none
LOG_0007452,CUST_00214,2025-12-02,977.3,1.37,24.8,0,0,none
LOG_0007453,CUST_00214,2025-12-13,883.6,0.59,33.5,0,0,none
LOG_0007454,CUST_00214,2026-01-01,937.7,0.91,16.7,0,0,none
LOG_0007455,CUST_00214,2026-02-16,913.3,4.68,129.7,0,0,high_latency
LOG_0007456,CUST_00214,2026-02-15,865.3,1.78,12.2,0,0,none
LOG_0007457,CUST_00214,2026-02-22,866.0,0.95,15.6,0,0,none
LOG_0007458,CUST_00214,2025-12-04,856.7,1.74,22.2,0,0,none
LOG_0007459,CUST_00214,2025-12-23,974.8,1.63,31.3,0,0,none
LOG_0007460,CUST_00214,2026-02-07,881.7,1.65,13.8,0,0,none
LOG_0007461,CUST_00214,2026-02-07,986.0,1.12,33.6,0,0,none
LOG_0007462,CUST_00214,2026-01-18,983.0,1.72,24.2,0,0,none
LOG_0007463,CUST_00215,2025-12-17,44.8,10.24,107.4,0,0,packet_loss
LOG_0007464,CUST_00215,2026-01-14,46.7,0.88,25.6,0,0,none
LOG_0007465,CUST_00215,2026-02-07,43.4,1.9,13.3,0,0,none
LOG_0007466,CUST_00215,2025-12-20,24.9,0.75,75.8,0,0,slow_speed
LOG_0007467,CUST_00215,2026-01-02,43.0,0.21,17.0,0,0,none
LOG_0007468,CUST_00215,2025-12-21,44.8,1.43,26.3,0,0,none
LOG_0007469,CUST_00215,2026-01-28,46.6,0.39,29.1,0,0,none
LOG_0007470,CUST_00215,2026-01-03,21.9,1.61,66.7,0,0,slow_speed
LOG_0007471,CUST_00215,2025-12-05,44.4,0.53,15.1,0,0,none
LOG_0007472,CUST_00215,2026-01-19,44.8,0.88,24.6,0,0,none
LOG_0007473,CUST_00215,2026-02-27,44.9,0.47,20.7,0,0,none
LOG_0007474,CUST_00215,2025-12-26,46.4,1.71,37.5,0,0,none
LOG_0007475,CUST_00215,2026-02-16,47.5,1.56,10.8,0,0,none
LOG_0007476,CUST_00215,2026-02-06,22.1,1.49,48.2,0,0,slow_speed
LOG_0007477,CUST_00215,2025-12-22,44.6,0.96,39.3,0,0,none
LOG_0007478,CUST_00215,2026-01-16,46.4,8.39,174.2,0,0,high_latency
LOG_0007479,CUST_00215,2026-02-16,10.5,1.7,86.3,0,0,slow_speed
LOG_0007480,CUST_00215,2026-01-11,45.6,1.36,24.8,0,0,none
LOG_0007481,CUST_00215,2025-12-06,18.6,0.43,99.2,0,0,slow_speed
LOG_0007482,CUST_00215,2026-01-04,47.7,2.0,39.7,0,0,none
LOG_0007483,CUST_00215,2026-01-16,48.1,4.33,122.8,0,0,high_latency
LOG_0007484,CUST_00215,2025-12-03,42.9,0.98,28.7,0,0,none
LOG_0007485,CUST_00215,2026-02-27,48.3,0.43,27.2,0,0,none
LOG_0007486,CUST_00215,2026-02-25,45.6,1.62,27.4,0,0,none
LOG_0007487,CUST_00215,2026-02-27,44.7,3.68,128.8,0,0,high_latency
LOG_0007488,CUST_00215,2026-02-05,16.5,0.9,56.2,0,0,slow_speed
LOG_0007489,CUST_00215,2025-12-29,44.3,19.18,33.7,0,18,connection_drops
LOG_0007490,CUST_00215,2026-02-11,46.8,1.21,20.1,0,0,none
LOG_0007491,CUST_00215,2026-01-10,48.6,6.15,104.8,0,0,high_latency
LOG_0007492,CUST_00215,2026-02-08,49.3,20.97,119.5,0,0,packet_loss
LOG_0007493,CUST_00215,2025-12-13,42.7,0.47,30.9,0,0,none
LOG_0007494,CUST_00215,2026-02-27,49.4,1.07,27.1,0,0,none
LOG_0007495,CUST_00215,2026-01-06,46.5,5.29,164.4,0,0,high_latency
LOG_0007496,CUST_00215,2026-01-02,50.0,1.49,31.6,0,0,none
LOG_0007497,CUST_00215,2026-01-02,0.0,1.99,11.0,44,50,outage
LOG_0007498,CUST_00215,2026-01-13,49.3,1.95,37.6,0,0,none
LOG_0007499,CUST_00215,2025-12-05,44.9,5.73,39.6,0,10,connection_drops
LOG_0007500,CUST_00215,2026-01-09,47.3,1.6,28.0,0,0,none
LOG_0007501,CUST_00215,2026-01-28,42.8,1.96,12.1,0,0,none
LOG_0007502,CUST_00215,2025-12-10,43.1,1.75,20.5,0,0,none
LOG_0007503,CUST_00215,2026-02-22,45.4,0.96,27.1,0,0,none
LOG_0007504,CUST_00215,2026-01-25,10.7,0.72,42.4,0,0,slow_speed
LOG_0007505,CUST_00215,2026-01-22,42.8,0.59,22.4,0,0,none
LOG_0007506,CUST_00215,2026-01-27,47.2,8.67,293.6,0,0,high_latency
LOG_0007507,CUST_00216,2026-02-07,180.8,0.04,39.8,0,0,none
LOG_0007508,CUST_00216,2025-12-13,174.3,0.56,22.7,0,0,none
LOG_0007509,CUST_00216,2026-01-05,171.8,1.93,25.9,0,0,none
LOG_0007510,CUST_00216,2025-12-13,179.9,23.35,69.6,0,0,packet_loss
LOG_0007511,CUST_00216,2026-01-10,180.6,1.36,21.2,0,0,none
LOG_0007512,CUST_00216,2026-02-13,181.0,0.66,10.7,0,0,none
LOG_0007513,CUST_00216,2026-01-16,198.2,0.88,35.1,0,0,none
LOG_0007514,CUST_00216,2025-12-27,177.7,1.26,30.5,0,0,none
LOG_0007515,CUST_00216,2025-12-29,195.7,1.94,29.8,0,0,none
LOG_0007516,CUST_00216,2026-02-16,188.8,1.38,36.8,0,0,none
LOG_0007517,CUST_00216,2026-02-08,191.0,0.24,23.8,0,0,none
LOG_0007518,CUST_00216,2026-02-08,180.9,1.93,13.0,0,0,none
LOG_0007519,CUST_00216,2026-01-22,178.3,1.19,18.5,0,0,none
LOG_0007520,CUST_00216,2025-12-08,185.2,1.81,15.4,0,0,none
LOG_0007521,CUST_00216,2026-02-18,198.2,1.08,15.6,0,0,none
LOG_0007522,CUST_00216,2026-02-20,196.0,1.71,33.9,0,0,none
LOG_0007523,CUST_00216,2025-12-10,173.8,1.88,30.5,0,0,none
LOG_0007524,CUST_00216,2025-12-27,198.0,1.19,31.3,0,0,none
LOG_0007525,CUST_00216,2026-01-01,192.4,0.65,27.2,0,0,none
LOG_0007526,CUST_00216,2026-01-25,197.5,0.6,25.9,0,0,none
LOG_0007527,CUST_00216,2026-01-20,170.6,0.01,29.8,0,0,none
LOG_0007528,CUST_00216,2025-12-21,177.7,0.81,36.5,0,0,none
LOG_0007529,CUST_00216,2026-02-09,189.3,0.58,32.2,0,0,none
LOG_0007530,CUST_00216,2025-12-27,186.8,1.29,24.3,0,0,none
LOG_0007531,CUST_00216,2026-01-09,190.0,1.35,24.3,0,0,none
LOG_0007532,CUST_00216,2025-12-17,184.1,0.41,25.9,0,0,none
LOG_0007533,CUST_00216,2026-01-24,195.7,0.7,26.9,0,0,none
LOG_0007534,CUST_00216,2026-01-01,173.7,0.25,26.1,0,0,none
LOG_0007535,CUST_00216,2026-01-03,183.1,0.92,22.8,0,0,none
LOG_0007536,CUST_00216,2026-02-21,190.8,0.16,13.6,0,0,none
LOG_0007537,CUST_00216,2026-01-13,174.9,1.68,13.8,0,0,none
LOG_0007538,CUST_00217,2025-12-12,44.1,0.9,35.9,0,0,none
LOG_0007539,CUST_00217,2026-02-27,46.5,0.71,32.6,0,0,none
LOG_0007540,CUST_00217,2025-12-17,43.4,1.26,35.4,0,0,none
LOG_0007541,CUST_00217,2026-02-01,48.5,1.47,29.6,0,0,none
LOG_0007542,CUST_00217,2026-01-06,46.1,1.32,35.7,0,0,none
LOG_0007543,CUST_00217,2025-12-29,49.7,1.83,39.8,0,0,none
LOG_0007544,CUST_00217,2026-01-14,48.5,1.69,24.0,0,0,none
LOG_0007545,CUST_00217,2026-02-11,49.8,1.99,32.5,0,0,none
LOG_0007546,CUST_00217,2026-01-13,45.3,7.35,266.1,0,0,high_latency
LOG_0007547,CUST_00217,2025-12-11,49.1,17.79,116.7,0,0,packet_loss
LOG_0007548,CUST_00217,2025-12-28,44.4,1.81,38.0,0,0,none
LOG_0007549,CUST_00217,2026-01-14,45.0,0.67,30.1,0,0,none
LOG_0007550,CUST_00217,2025-12-04,45.6,0.48,20.1,0,0,none
LOG_0007551,CUST_00217,2026-02-05,42.5,1.81,20.0,0,0,none
LOG_0007552,CUST_00217,2026-01-16,49.6,1.56,30.6,0,0,none
LOG_0007553,CUST_00217,2025-12-30,43.5,17.78,89.4,0,0,packet_loss
LOG_0007554,CUST_00217,2025-12-26,49.1,1.0,38.4,0,0,none
LOG_0007555,CUST_00217,2026-01-25,48.8,1.73,32.1,0,0,none
LOG_0007556,CUST_00217,2026-01-05,48.6,0.05,22.3,0,0,none
LOG_0007557,CUST_00217,2025-12-12,46.6,1.58,15.6,0,0,none
LOG_0007558,CUST_00217,2025-12-03,49.1,0.53,15.2,0,0,none
LOG_0007559,CUST_00217,2025-12-14,49.7,1.61,18.6,0,0,none
LOG_0007560,CUST_00217,2026-02-23,42.9,0.96,34.9,0,0,none
LOG_0007561,CUST_00217,2026-01-04,45.2,0.96,36.1,0,0,none
LOG_0007562,CUST_00217,2025-12-23,44.4,0.56,13.2,0,0,none
LOG_0007563,CUST_00217,2025-12-18,50.0,1.17,21.7,0,0,none
LOG_0007564,CUST_00217,2026-01-05,46.9,0.04,35.1,0,0,none
LOG_0007565,CUST_00217,2026-02-06,45.1,0.35,11.1,0,0,none
LOG_0007566,CUST_00217,2026-02-19,45.1,1.23,25.9,0,0,none
LOG_0007567,CUST_00217,2025-12-25,10.9,0.11,52.9,0,0,slow_speed
LOG_0007568,CUST_00217,2026-01-20,48.7,1.16,14.2,0,0,none
LOG_0007569,CUST_00217,2025-12-29,44.7,0.36,39.6,0,0,none
LOG_0007570,CUST_00217,2026-02-06,48.2,0.56,18.4,0,0,none
LOG_0007571,CUST_00217,2026-02-17,47.7,1.35,29.2,0,0,none
LOG_0007572,CUST_00217,2025-12-12,43.4,1.29,15.2,0,0,none
LOG_0007573,CUST_00217,2026-01-06,12.3,0.08,67.7,0,0,slow_speed
LOG_0007574,CUST_00217,2025-12-14,49.3,0.53,37.4,0,0,none
LOG_0007575,CUST_00217,2026-02-16,49.8,1.31,10.8,0,0,none
LOG_0007576,CUST_00217,2026-01-30,46.7,1.81,39.4,0,0,none
LOG_0007577,CUST_00217,2025-12-13,49.6,1.97,30.4,0,0,none
LOG_0007578,CUST_00218,2026-02-09,176.5,1.89,18.7,0,0,none
LOG_0007579,CUST_00218,2025-12-04,176.2,0.96,36.4,0,0,none
LOG_0007580,CUST_00218,2026-01-23,196.6,1.06,19.0,0,0,none
LOG_0007581,CUST_00218,2025-12-29,177.2,1.26,28.9,0,0,none
LOG_0007582,CUST_00218,2026-01-28,170.3,1.96,15.4,0,0,none
LOG_0007583,CUST_00218,2026-02-11,190.5,0.16,23.6,0,0,none
LOG_0007584,CUST_00218,2026-02-19,182.0,0.72,38.5,0,0,none
LOG_0007585,CUST_00218,2026-02-03,174.7,0.89,28.2,0,0,none
LOG_0007586,CUST_00218,2025-12-07,189.0,1.35,31.1,0,0,none
LOG_0007587,CUST_00218,2025-12-31,174.3,1.91,31.6,0,0,none
LOG_0007588,CUST_00218,2025-12-28,187.7,0.48,25.3,0,0,none
LOG_0007589,CUST_00218,2025-12-18,195.0,1.72,12.4,0,0,none
LOG_0007590,CUST_00218,2025-12-23,199.0,0.88,25.2,0,0,none
LOG_0007591,CUST_00218,2025-12-27,41.1,0.77,62.8,0,0,slow_speed
LOG_0007592,CUST_00218,2026-02-07,187.9,1.73,38.7,0,0,none
LOG_0007593,CUST_00218,2026-02-05,195.0,0.56,32.3,0,0,none
LOG_0007594,CUST_00218,2026-02-19,190.0,15.57,10.5,0,7,connection_drops
LOG_0007595,CUST_00218,2026-02-27,183.8,0.2,12.1,0,0,none
LOG_0007596,CUST_00218,2026-01-24,177.5,1.38,23.7,0,0,none
LOG_0007597,CUST_00218,2026-02-05,182.7,0.88,37.7,0,0,none
LOG_0007598,CUST_00218,2026-01-09,176.7,0.72,10.9,0,0,none
LOG_0007599,CUST_00218,2026-01-12,176.3,0.13,12.4,0,0,none
LOG_0007600,CUST_00218,2026-01-18,185.3,0.74,23.3,0,0,none
LOG_0007601,CUST_00218,2026-02-17,194.4,0.95,30.8,0,0,none
LOG_0007602,CUST_00218,2026-02-20,199.6,1.39,18.3,0,0,none
LOG_0007603,CUST_00218,2026-01-02,180.8,1.9,34.1,0,0,none
LOG_0007604,CUST_00218,2026-02-28,175.5,0.21,38.0,0,0,none
LOG_0007605,CUST_00218,2026-01-03,176.4,0.43,35.0,0,0,none
LOG_0007606,CUST_00219,2025-12-06,464.3,1.68,57.4,0,0,slow_speed
LOG_0007607,CUST_00219,2026-02-07,912.1,0.15,34.0,0,0,none
LOG_0007608,CUST_00219,2026-02-08,987.9,0.32,31.8,0,0,none
LOG_0007609,CUST_00219,2026-02-27,997.4,0.83,16.3,0,0,none
LOG_0007610,CUST_00219,2026-01-25,977.0,28.31,88.2,0,0,packet_loss
LOG_0007611,CUST_00219,2026-02-18,996.4,0.54,20.2,0,0,none
LOG_0007612,CUST_00219,2026-01-24,974.3,0.17,34.9,0,0,none
LOG_0007613,CUST_00219,2026-02-25,468.3,0.07,84.8,0,0,slow_speed
LOG_0007614,CUST_00219,2026-02-20,956.2,1.14,19.8,0,0,none
LOG_0007615,CUST_00219,2025-12-10,911.0,1.66,14.5,0,0,none
LOG_0007616,CUST_00219,2026-02-04,969.8,1.41,18.2,0,0,none
LOG_0007617,CUST_00219,2025-12-27,999.5,1.21,22.5,0,0,none
LOG_0007618,CUST_00219,2026-01-27,986.9,10.25,20.0,0,20,connection_drops
LOG_0007619,CUST_00219,2026-01-25,875.4,0.62,35.9,0,0,none
LOG_0007620,CUST_00219,2026-01-10,938.6,0.53,32.4,0,0,none
LOG_0007621,CUST_00219,2026-02-14,967.1,1.52,20.1,0,0,none
LOG_0007622,CUST_00219,2026-02-15,234.7,0.32,73.7,0,0,slow_speed
LOG_0007623,CUST_00219,2026-02-16,907.4,0.74,26.7,0,0,none
LOG_0007624,CUST_00219,2025-12-18,924.9,1.57,19.9,0,0,none
LOG_0007625,CUST_00219,2026-02-23,933.5,0.8,32.1,0,0,none
LOG_0007626,CUST_00219,2026-01-18,983.1,15.98,148.5,0,0,packet_loss
LOG_0007627,CUST_00219,2026-02-11,943.6,1.85,33.0,0,0,none
LOG_0007628,CUST_00219,2025-12-27,968.6,0.04,26.2,0,0,none
LOG_0007629,CUST_00219,2026-02-23,859.7,1.64,16.8,0,0,none
LOG_0007630,CUST_00219,2025-12-06,912.3,1.54,15.3,0,0,none
LOG_0007631,CUST_00219,2025-12-11,992.1,0.89,18.8,0,0,none
LOG_0007632,CUST_00219,2026-01-07,958.8,3.04,281.3,0,0,high_latency
LOG_0007633,CUST_00219,2026-01-11,948.9,20.7,141.2,0,0,packet_loss
LOG_0007634,CUST_00219,2026-01-31,913.9,1.15,14.6,0,0,none
LOG_0007635,CUST_00219,2025-12-14,962.2,1.57,21.7,0,0,none
LOG_0007636,CUST_00219,2025-12-03,857.1,0.5,36.0,0,0,none
LOG_0007637,CUST_00219,2026-01-18,855.7,26.63,101.1,0,0,packet_loss
LOG_0007638,CUST_00219,2026-02-14,956.6,1.07,10.2,0,0,none
LOG_0007639,CUST_00219,2025-12-30,933.0,0.36,18.5,0,0,none
LOG_0007640,CUST_00219,2026-01-01,915.5,1.06,22.8,0,0,none
LOG_0007641,CUST_00219,2026-02-23,915.0,0.98,30.6,0,0,none
LOG_0007642,CUST_00219,2026-02-08,969.8,0.35,32.8,0,0,none
LOG_0007643,CUST_00219,2026-02-13,888.8,0.02,29.1,0,0,none
LOG_0007644,CUST_00219,2026-02-14,904.4,0.9,15.3,0,0,none
LOG_0007645,CUST_00219,2025-12-28,930.2,0.39,38.6,0,0,none
LOG_0007646,CUST_00220,2025-12-02,42.9,1.05,27.3,0,0,none
LOG_0007647,CUST_00220,2026-02-23,45.1,1.17,18.0,0,0,none
LOG_0007648,CUST_00220,2025-12-31,47.2,1.55,27.7,0,0,none
LOG_0007649,CUST_00220,2025-12-21,42.7,0.35,33.2,0,0,none
LOG_0007650,CUST_00220,2026-01-08,48.5,6.92,102.9,0,0,high_latency
LOG_0007651,CUST_00220,2026-02-24,43.6,0.98,29.7,0,0,none
LOG_0007652,CUST_00220,2026-01-08,49.1,0.34,11.4,0,0,none
LOG_0007653,CUST_00220,2026-01-29,45.9,0.45,21.1,0,0,none
LOG_0007654,CUST_00220,2026-01-14,49.1,1.25,19.5,0,0,none
LOG_0007655,CUST_00220,2026-01-11,48.1,0.87,22.4,0,0,none
LOG_0007656,CUST_00220,2026-01-08,49.1,1.94,26.3,0,0,none
LOG_0007657,CUST_00220,2026-02-04,45.4,1.97,14.0,0,0,none
LOG_0007658,CUST_00220,2026-01-11,12.2,0.38,59.6,0,0,slow_speed
LOG_0007659,CUST_00220,2026-01-24,45.2,1.61,39.8,0,0,none
LOG_0007660,CUST_00220,2026-01-10,47.1,0.04,23.2,0,0,none
LOG_0007661,CUST_00220,2025-12-31,48.6,1.64,37.2,0,0,none
LOG_0007662,CUST_00220,2025-12-27,49.3,1.63,26.1,0,0,none
LOG_0007663,CUST_00220,2026-01-23,49.2,1.51,39.5,0,0,none
LOG_0007664,CUST_00220,2026-01-04,45.4,1.08,25.5,0,0,none
LOG_0007665,CUST_00220,2026-01-29,48.9,1.51,33.7,0,0,none
LOG_0007666,CUST_00220,2026-02-25,48.2,0.55,11.9,0,0,none
LOG_0007667,CUST_00220,2026-01-19,48.8,1.43,10.0,0,0,none
LOG_0007668,CUST_00220,2025-12-01,48.9,1.26,36.6,0,0,none
LOG_0007669,CUST_00220,2025-12-18,49.0,1.37,24.1,0,0,none
LOG_0007670,CUST_00220,2026-02-28,22.5,0.93,58.9,0,0,slow_speed
LOG_0007671,CUST_00220,2025-12-20,19.8,0.12,74.6,0,0,slow_speed
LOG_0007672,CUST_00220,2026-02-08,48.9,0.85,21.0,0,0,none
LOG_0007673,CUST_00220,2026-02-28,47.6,1.54,19.6,0,0,none
LOG_0007674,CUST_00221,2026-02-13,196.9,1.09,38.5,0,0,none
LOG_0007675,CUST_00221,2026-01-17,179.0,0.42,26.3,0,0,none
LOG_0007676,CUST_00221,2025-12-21,178.5,0.97,10.7,0,0,none
LOG_0007677,CUST_00221,2026-02-07,185.0,1.57,23.3,0,0,none
LOG_0007678,CUST_00221,2026-01-31,175.5,0.74,14.2,0,0,none
LOG_0007679,CUST_00221,2026-02-19,179.6,0.74,11.7,0,0,none
LOG_0007680,CUST_00221,2026-02-08,177.6,0.16,34.0,0,0,none
LOG_0007681,CUST_00221,2025-12-30,190.2,1.96,20.4,0,0,none
LOG_0007682,CUST_00221,2026-02-13,0.0,1.73,32.4,165,50,outage
LOG_0007683,CUST_00221,2026-01-25,172.6,0.05,32.5,0,0,none
LOG_0007684,CUST_00221,2026-02-15,55.5,1.94,95.5,0,0,slow_speed
LOG_0007685,CUST_00221,2026-01-24,192.0,0.75,19.9,0,0,none
LOG_0007686,CUST_00221,2026-02-01,176.5,1.54,24.2,0,0,none
LOG_0007687,CUST_00221,2026-02-10,193.5,0.77,27.2,0,0,none
LOG_0007688,CUST_00221,2026-01-26,183.4,1.02,35.1,0,0,none
LOG_0007689,CUST_00221,2025-12-18,198.1,1.35,15.3,0,0,none
LOG_0007690,CUST_00221,2026-02-22,181.3,0.1,22.4,0,0,none
LOG_0007691,CUST_00221,2026-02-23,183.2,0.3,34.9,0,0,none
LOG_0007692,CUST_00221,2026-02-02,78.7,1.22,72.1,0,0,slow_speed
LOG_0007693,CUST_00221,2026-02-20,187.0,1.79,21.7,0,0,none
LOG_0007694,CUST_00221,2026-02-04,182.9,0.42,22.8,0,0,none
LOG_0007695,CUST_00222,2026-02-18,948.7,1.8,39.1,0,0,none
LOG_0007696,CUST_00222,2025-12-14,996.2,0.56,38.6,0,0,none
LOG_0007697,CUST_00222,2026-02-13,905.2,1.51,27.5,0,0,none
LOG_0007698,CUST_00222,2026-01-22,907.2,0.47,29.6,0,0,none
LOG_0007699,CUST_00222,2025-12-22,917.2,1.1,24.4,0,0,none
